"zybook_identifier","chapter_number","chapter_title","section_number","section_title","classification","target_week_or_topic","reason","dependency_note"
"SWOSUCOMSC1053ZacharyFall2026","17","17. Additional Material","17.4","17.4 Basic graphics","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","17","17. Additional Material","17.5","17.5 zyBooks built-in programming window","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","18","18. Additional Labs: Introduction to Python 3","18.1","18.1 LAB: Warm up: Hello world","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","18","18. Additional Labs: Introduction to Python 3","18.2","18.2 LAB: Warm up: Basic output with variables","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","18","18. Additional Labs: Introduction to Python 3","18.3","18.3 LAB*: Program: ASCII art","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","18","18. Additional Labs: Introduction to Python 3","18.4","18.4 LAB*: Program: ASCII cat","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","18","18. Additional Labs: Introduction to Python 3","18.5","18.5 LAB*: Program: Phone directory","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.1","19.1 LAB: Convert to seconds","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.2","19.2 LAB: Convert from seconds","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.3","19.3 LAB: Pizza party","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.4","19.4 LAB: Hypotenuse","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.5","19.5 LAB: Area of a triangle","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.6","19.6 LAB: Ordering pizza","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.7","19.7 LAB: Square root","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.8","19.8 LAB: Volume and area of cylinder","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.9","19.9 LAB: Warm up: Variables, input, and type conversion","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.10","19.10 LAB*: Program: Cooking measurement converter","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.11","19.11 LAB*: Program: Food receipt","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.12","19.12 LAB*: Program: Carpet sales","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","19","19. Additional Labs: Variables and Expressions","19.13","19.13 LAB*: Program: Pizza party weekend","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","20","20. Additional Labs: Types","20.1","20.1 LAB: Warm up: Creating passwords","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","20","20. Additional Labs: Types","20.2","20.2 LAB*: Program: Painting a wall","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.1","21.1 LAB: Remove gray from RGB","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.2","21.2 LAB: Longest string","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.3","21.3 LAB: Max of 2","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.4","21.4 LAB: Max of 3","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.5","21.5 LAB: Warm up: Automobile service cost","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.6","21.6 LAB*: Program: Automobile service invoice","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.7","21.7 LAB*: Program: Income tax form","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.8","21.8 LAB*: Program: Grade calculator","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.9","21.9 LAB: Median of 3","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.10","21.10 LAB: Speeding ticket","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.11","21.11 LAB: Movie ticket prices","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.12","21.12 LAB: How many digits","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.13","21.13 LAB: Phrases and subphrases","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.14","21.14 LAB: Count odd numbers","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.15","21.15 LAB: Alphabetical order (chars)","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","21","21. Additional Labs: Branching","21.16","21.16 LAB: Comparing floats","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.1","22.1 LAB: Count input length without spaces, periods, exclamation points, or commas","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.2","22.2 LAB: Countdown until matching digits","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.3","22.3 LAB: Smallest and largest numbers in a list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.4","22.4 LAB: Output values in a list below a user defined amount","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.5","22.5 LAB: Count multiples","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.6","22.6 LAB: Find largest number","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.7","22.7 LAB: Hailstone sequence","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.8","22.8 LAB: Output numbers in reverse","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.9","22.9 LAB: Warm up: Drawing a right triangle","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.10","22.10 LAB*: Program: Drawing a half arrow","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.11","22.11 LAB*: Program: Rock paper scissors","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.12","22.12 LAB: Months until payoff","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.13","22.13 LAB: Matching strings","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.14","22.14 LAB: Draw right-justified triangle","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","22","22. Additional Labs: Loops","22.15","22.15 LAB: Draw upside down triangle","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.1","23.1 LAB: Track laps to miles","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.2","23.2 LAB: Max magnitude","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.3","23.3 LAB: A jiffy","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.4","23.4 LAB: Leap year - functions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.5","23.5 LAB: Exact change - functions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.6","23.6 LAB: Multiples of ten in a list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.7","23.7 LAB: Output values in a list below a user defined amount - functions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.8","23.8 LAB: Count evens","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.9","23.9 LAB: Write sum_and_cast() function to cast float to int","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.10","23.10 LAB: Toll calculation","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.11","23.11 LAB: Max and min numbers","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.12","23.12 LAB: Flip a coin","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.13","23.13 LAB: Warm up: Text analyzer & modifier","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.14","23.14 LAB*: Program: Authoring assistant","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.15","23.15 LAB*: Program: Income tax form - functions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","23","23. Additional Labs: Functions","23.16","23.16 LAB*: Program: Poker dice game","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.1","24.1 LAB: Acronyms","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.2","24.2 LAB: Contains the character","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.3","24.3 LAB: Fun with characters","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.4","24.4 LAB: Remove digits - functions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.5","24.5 LAB: Midfix of 5","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.6","24.6 LAB: Parsing dates","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.7","24.7 LAB: Prefix of 5","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.8","24.8 LAB: Postfix of 5","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.9","24.9 LAB: Login name","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.10","24.10 LAB: Warm up: Parsing strings","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.11","24.11 LAB*: Program: Data visualization","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","24","24. Additional Labs: Strings","24.12","24.12 LAB: Phone number string breakdown","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.1","25.1 LAB: Middle item","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.2","25.2 LAB: Word frequencies","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.3","25.3 LAB: Replacement words","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.4","25.4 LAB: Scrabble points","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.5","25.5 LAB: Calculate average","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.6","25.6 LAB: Reverse list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.7","25.7 LAB: Remove all odd numbers from a list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.8","25.8 LAB: Subtracting list elements from max - functions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.9","25.9 LAB: Output values below an amount - functions","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.10","25.10 LAB: Adjust list by normalizing","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.11","25.11 LAB: Output values below an amount","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.12","25.12 LAB: Two smallest numbers","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.13","25.13 LAB: Word frequencies (dictionaries)","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.14","25.14 LAB: Warm up: People's weights (Lists)","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.15","25.15 LAB*: Program: Soccer team roster (Dictionaries)","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.16","25.16 LAB: List palindrome","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.17","25.17 LAB: Swap ends","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.18","25.18 LAB: Shift right","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.19","25.19 LAB: Find mode","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.20","25.20 LAB: Nth from end","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.21","25.21 LAB: Sum of products","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.22","25.22 LAB: Matrix multiplication","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.23","25.23 LAB: Is list sorted","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.24","25.24 LAB*: Program: Credit card debt","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","25","25. Additional Labs: Lists and Dictionaries","25.25","25.25 LAB*: Program: List statistics","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.1","26.1 LAB: Simple car","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.2","26.2 LAB: Calculator class","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.3","26.3 LAB: Product class","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.4","26.4 LAB: Student class","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.5","26.5 LAB: Random values","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.6","26.6 LAB: BankAccount class","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.7","26.7 LAB: How many dice rolls?","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.8","26.8 LAB: Consecutive heads","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.9","26.9 LAB: Flipping for tails","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.10","26.10 LAB: Flipping for heads","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.11","26.11 LAB: Course size","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.12","26.12 LAB: What is the dice average?","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.13","26.13 LAB: Dean's list","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.14","26.14 LAB: Drop student","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.15","26.15 LAB: Rolling for X","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.16","26.16 LAB: Rolling for a pair","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
